([(171648, -7616), (171696, -7808)], 343690.3229362827)
([(-153456, 78720), (-153520, 78864)], 345060.85174791864)
([(-153520, 78864), (-153456, 78720)], 345060.85174791864)
([(-35936, -170192), (-35792, -170240)], 347906.41751682817)
([(-35792, -170240), (-35936, -170192)], 347906.41751682817)
([(-142144, 103312), (-142192, 103504)], 351596.12468020036)
([(-142192, 103504), (-142144, 103312)], 351596.12468020036)
([(-124064, -125024), (-124080, -124848)], 352152.63657304074)
([(-124080, -124848), (-124064, -125024)], 352152.63657304074)
([(79728, 158928), (79904, 158864)], 355632.06447717606)
([(79904, 158864), (79728, 158928)], 355632.06447717606)
([(153968, 93408), (154128, 93312)], 360260.3653604841)
([(154128, 93312), (153968, 93408)], 360260.3653604841)
([(5472, 180960), (5632, 181008)], 362138.31190216035)
([(5632, 181008), (5472, 180960)], 362138.31190216035)
([(-76928, -164160), (-76768, -164112)], 362470.66352047643)
([(-76768, -164112), (-76928, -164160)], 362470.66352047643)
([(-182928, -3936), (-182768, -3936)], 365780.7168398258)
([(-182768, -3936), (-182928, -3936)], 365780.7168398258)
([(145280, 113328), (145456, 113408)], 368695.8603382093)
([(145456, 113408), (145280, 113328)], 368695.8603382093)
([(-172944, 65408), (-172944, 65536)], 369844.36457816104)
([(-172944, 65536), (-172944, 65408)], 369844.36457816104)
([(146800, 112944), (146960, 112832)], 370499.3582787375)
([(146960, 112832), (146800, 112944)], 370499.3582787375)
([(-125056, 136832), (-124864, 136832)], 370610.3228410082)
([(-124864, 136832), (-125056, 136832)], 370610.3228410082)
([(-170144, -74592), (-169968, -74624)], 371404.89657886093)
([(-169968, -74624), (-170144, -74592)], 371404.89657886093)
([(130752, 135568), (130704, 135744)], 376788.3568158413)
([(130704, 135744), (130752, 135568)], 376788.3568158413)
([(185664, -32656), (185856, -32672)], 377219.9070701337)
([(185856, -32672), (185664, -32656)], 377219.9070701337)
([(-35680, -186528), (-35648, -186336)], 379625.13892203616)
([(-35648, -186336), (-35680, -186528)], 379625.13892203616)
([(-165488, -94464), (-165328, -94528)], 380995.0395063357)
([(-165328, -94528), (-165488, -94464)], 380995.0395063357)
([(-107632, 157296), (-107504, 157344)], 381158.55719072314)
([(-107504, 157344), (-107632, 157296)], 381158.55719072314)
([(-95552, 165200), (-95568, 165392)], 381861.14181464264)
([(-95568, 165392), (-95552, 165200)], 381861.14181464264)
([(-60048, 184624), (-59904, 184720)], 388334.2637462924)
([(-59904, 184720), (-60048, 184624)], 388334.2637462924)
([(136864, 139648), (136880, 139824)], 391203.7689012778)
([(136880, 139824), (136864, 139648)], 391203.7689012778)
([(171392, 98976), (171536, 99072)], 396008.36305761745)
([(171536, 99072), (171392, 98976)], 396008.36305761745)
([(4496, -197968), (4688, -197952)], 396026.5511840788)
([(4688, -197952), (4496, -197968)], 396026.5511840788)
([(47984, 192848), (48176, 192832)], 397486.91068224283)
([(48176, 192832), (47984, 192848)], 397486.91068224283)
([(199840, 17248), (199808, 17408)], 401147.8387551431)
([(199808, 17408), (199840, 17248)], 401147.8387551431)
([(-146272, 137568), (-146352, 137744)], 401777.9338174012)
([(-146352, 137744), (-146272, 137568)], 401777.9338174012)
([(51008, -195200), (50944, -195056)], 403353.38909136225)
([(50944, -195056), (51008, -195200)], 403353.38909136225)
([(-199808, 34432), (-199616, 34464)], 405322.33433381224)
([(-199616, 34464), (-199808, 34432)], 405322.33433381224)
([(161936, 123232), (161968, 123408)], 407118.0484453554)
([(161968, 123408), (161936, 123232)], 407118.0484453554)
([(125296, -162576), (125440, -162592)], 410612.68951547594)
([(125440, -162592), (125296, -162576)], 410612.68951547594)
([(-152320, -140928), (-152416, -140768)], 414989.9992474087)
([(-152416, -140768), (-152320, -140928)], 414989.9992474087)
([(143968, -150144), (144016, -149984)], 415946.65737882454)
([(144016, -149984), (143968, -150144)], 415946.65737882454)
([(-84112, 191232), (-83968, 191168)], 417708.8192173058)
([(-83968, 191168), (-84112, 191232)], 417708.8192173058)
([(179040, -110272), (179232, -110240)], 420695.12058501877)
([(179232, -110240), (179040, -110272)], 420695.12058501877)
([(190304, -93536), (190496, -93552)], 424276.51913177304)
([(190496, -93552), (190304, -93536)], 424276.51913177304)
([(172416, 127232), (172592, 127280)], 428727.0490007058)
([(172592, 127280), (172416, 127232)], 428727.0490007058)
([(-182432, 117856), (-182240, 117824)], 434201.26204958453)
([(-182240, 117824), (-182432, 117856)], 434201.26204958453)
([(122224, 179872), (122416, 179856)], 435032.1732104521)
([(122416, 179856), (122224, 179872)], 435032.1732104521)
([(-104640, -193904), (-104448, -193904)], 440582.41586512316)
([(-104448, -193904), (-104640, -193904)], 440582.41586512316)
([(-116064, 187776), (-116032, 187968)], 441647.0572393086)
([(-116032, 187968), (-116064, 187776)], 441647.0572393086)
([(-167376, -148608), (-167280, -148480)], 447499.6302829324)
([(-167280, -148480), (-167376, -148608)], 447499.6302829324)
([(-162592, -157792), (-162528, -157632)], 452984.8994327808)
([(-162528, -157632), (-162592, -157792)], 452984.8994327808)
([(-164000, -159552), (-163808, -159600)], 457510.77834559244)
([(-163808, -159600), (-164000, -159552)], 457510.77834559244)
([(193936, -121600), (194112, -121616)], 457968.64450085314)
([(194112, -121616), (193936, -121600)], 457968.64450085314)
([(-198976, -115840), (-199024, -115648)], 460424.51094898814)
([(-199024, -115648), (-198976, -115840)], 460424.51094898814)
([(134336, -188528), (134336, -188368)], 462855.5358053863)
([(134336, -188368), (134336, -188528)], 462855.5358053863)
([(170384, -165248), (170560, -165264)], 474848.4027604995)
([(170560, -165264), (170384, -165248)], 474848.4027604995)
([(-180192, -170624), (-180128, -170464)], 496156.7608695503)
([(-180128, -170464), (-180192, -170624)], 496156.7608695503)
([(-194928, -181376), (-194896, -181184)], 532365.0239160531)
([(-194896, -181184), (-194928, -181376)], 532365.0239160531)
([(-195200, 194240), (-195024, 194288)], 550662.1486769158)
([(-195024, 194288), (-195200, 194240)], 550662.1486769158)
